CCSDS_OMM_VERS,COMMENT,CREATION_DATE,ORIGINATOR,OBJECT_NAME,OBJECT_ID,CENTER_NAME,REF_FRAME,TIME_SYSTEM,MEAN_ELEMENT_THEORY,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,SEMIMAJOR_AXIS,PERIOD,APOAPSIS,PERIAPSIS,OBJECT_TYPE,RCS_SIZE,COUNTRY_CODE,LAUNCH_DATE,SITE,DECAY_DATE,FILE,GP_ID,TLE_LINE0,TLE_LINE1,TLE_LINE2
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-12-23T19:41:42","18 SPCS","ORBCOMM FM 30","1999-065A","EARTH","TEME","UTC","SGP4","2020-12-23T09:00:50.534496","14.32950199","0.00051110","45.0321","239.6747","118.4123","241.7239","0","U","25980","999","9945","0.00006414100000","0.00000036","0.0000000000000","7160.023","100.491","785.547","778.228","PAYLOAD","MEDIUM","ORB","1999-12-04","AFETR","","2908439","168267956","0 ORBCOMM FM 30","1 25980U 99065A   20358.37558489  .00000036  00000-0  64141-4 0  9999","2 25980  45.0321 239.6747 0005111 118.4123 241.7239 14.32950199 99455"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-12-23T14:26:09","18 SPCS","ORBCOMM FM 30","1999-065A","EARTH","TEME","UTC","SGP4","2020-12-23T09:00:50.534496","14.32950199","0.00051110","45.0321","239.6747","118.4123","241.7239","0","U","25980","999","9998","0.00006414100000","0.00000036","0.0000000000000","7160.023","100.491","785.547","778.228","PAYLOAD","MEDIUM","ORB","1999-12-04","AFETR","","2908293","168256855","0 ORBCOMM FM 30","1 25980U 99065A   20358.37558489  .00000036  00000-0  64141-4 0  9999","2 25980  45.0321 239.6747 0005111 118.4123 241.7239 14.32950199 99983"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-12-23T19:41:42","18 SPCS","CZ-4 DEB","1999-057SK","EARTH","TEME","UTC","SGP4","2020-12-23T07:04:46.077600","14.47109247","0.01149100","98.6934","18.0447","338.1510","76.6805","0","U","35331","999","36671","0.00022621000000","0.00000842","0.0000000000000","7113.242","99.508","816.846","653.369","DEBRIS","SMALL","PRC","1999-10-14","TSC","","2908439","168273547","0 CZ-4 DEB","1 35331U 99057SK  20358.29497775  .00000842  00000-0  22621-3 0  9993","2 35331  98.6934  18.0447 0114910 338.1510  76.6805 14.47109247366711"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-12-23T06:26:10","18 SPCS","CZ-4 DEB","1999-057SK","EARTH","TEME","UTC","SGP4","2020-12-23T00:19:27.129216","14.47108801","0.01149220","98.6934","17.7556","339.0039","50.3364","0","U","35331","999","94444","0.00022369000000","0.00000832","0.0000000000000","7113.244","99.508","816.856","653.362","DEBRIS","SMALL","PRC","1999-10-14","TSC","","2908044","168251595","0 CZ-4 DEB","1 35331U 99057SK  20358.01350844  .00000832  00000-0  22369-3 0  9996","2 35331  98.6934  17.7556 0114922 339.0039  50.3364 14.47108801944443"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-12-22T19:30:16","18 SPCS","ORBCOMM FM 30","1999-065A","EARTH","TEME","UTC","SGP4","2020-12-22T09:35:18.597120","14.32949771","0.00050600","45.0323","244.2620","112.8499","247.2883","0","U","25980","999","9931","0.00005342900000","0.00000007","0.0000000000000","7160.024","100.492","785.512","778.266","PAYLOAD","MEDIUM","ORB","1999-12-04","AFETR","","2907836","168232888","0 ORBCOMM FM 30","1 25980U 99065A   20357.39952080  .00000007  00000-0  53429-4 0  9990","2 25980  45.0323 244.2620 0005060 112.8499 247.2883 14.32949771 99311"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-12-22T06:36:10","18 SPCS","ORBCOMM FM 30","1999-065A","EARTH","TEME","UTC","SGP4","2020-12-22T02:53:43.755648","14.32949633","0.00050510","45.0323","245.5727","111.2614","248.8772","0","U","25980","999","9980","0.00005060900000","-0.00000001","0.0000000000000","7160.025","100.492","785.506","778.273","PAYLOAD","MEDIUM","ORB","1999-12-04","AFETR","","2907417","168215581","0 ORBCOMM FM 30","1 25980U 99065A   20357.12064532 -.00000001  00000-0  50609-4 0  9999","2 25980  45.0323 245.5727 0005051 111.2614 248.8772 14.32949633 99800"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-12-22T04:08:37","18 SPCS","ORBCOMM FM 30","1999-065A","EARTH","TEME","UTC","SGP4","2020-12-21T21:52:32.616768","14.32949552","0.00050400","45.0324","246.5556","110.1077","250.0313","0","U","25980","999","9924","0.00004900300000","-0.00000006","0.0000000000000","7160.025","100.492","785.499","778.281","PAYLOAD","MEDIUM","ORB","1999-12-04","AFETR","","2907352","168198921","0 ORBCOMM FM 30","1 25980U 99065A   20356.91148862 -.00000006  00000-0  49003-4 0  9995","2 25980  45.0324 246.5556 0005040 110.1077 250.0313 14.32949552 99245"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-12-21T21:54:52","18 SPCS","ORBCOMM FM 30","1999-065A","EARTH","TEME","UTC","SGP4","2020-12-21T10:09:46.629504","14.32949377","0.00050200","45.0324","248.8493","107.2333","252.9063","0","U","25980","999","9917","0.00004719800000","-0.00000011","0.0000000000000","7160.026","100.492","785.485","778.296","PAYLOAD","MEDIUM","ORB","1999-12-04","AFETR","","2907202","168174473","0 ORBCOMM FM 30","1 25980U 99065A   20356.42345636 -.00000011  00000-0  47198-4 0  9998","2 25980  45.0324 248.8493 0005020 107.2333 252.9063 14.32949377 99170"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-12-21T21:54:52","18 SPCS","CZ-4 DEB","1999-057SK","EARTH","TEME","UTC","SGP4","2020-12-21T06:57:27.202752","14.47105503","0.01149830","98.6935","15.9858","344.2248","71.0128","0","U","35331","999","36642","0.00019942000000","0.00000736","0.0000000000000","7113.255","99.508","816.910","653.329","DEBRIS","SMALL","PRC","1999-10-14","TSC","","2907202","168179089","0 CZ-4 DEB","1 35331U 99057SK  20356.28989818  .00000736  00000-0  19942-3 0  9998","2 35331  98.6935  15.9858 0114983 344.2248  71.0128 14.47105503366426"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-12-21T06:46:09","18 SPCS","ORBCOMM FM 30","1999-065A","EARTH","TEME","UTC","SGP4","2020-12-21T01:47:48.064704","14.32949249","0.00050090","45.0325","250.4876","105.2326","254.9074","0","U","25980","999","9965","0.00004761700000","-0.00000010","0.0000000000000","7160.026","100.492","785.478","778.305","PAYLOAD","MEDIUM","ORB","1999-12-04","AFETR","","2906847","168159316","0 ORBCOMM FM 30","1 25980U 99065A   20356.07486186 -.00000010  00000-0  47617-4 0  9990","2 25980  45.0325 250.4876 0005009 105.2326 254.9074 14.32949249 99657"
