CCSDS_OMM_VERS,COMMENT,CREATION_DATE,ORIGINATOR,OBJECT_NAME,OBJECT_ID,CENTER_NAME,REF_FRAME,TIME_SYSTEM,MEAN_ELEMENT_THEORY,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,SEMIMAJOR_AXIS,PERIOD,APOAPSIS,PERIAPSIS,OBJECT_TYPE,RCS_SIZE,COUNTRY_CODE,LAUNCH_DATE,SITE,DECAY_DATE,FILE,GP_ID,TLE_LINE0,TLE_LINE1,TLE_LINE2
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-12-24T01:56:10","18 SPCS","IRIDIUM 176","2019-002B","EARTH","TEME","UTC","SGP4","2020-12-23T20:23:48.460416","14.72252000","0.00022890","86.6110","110.0196","101.3797","258.7677","0","U","43923","999","10479","0.00003356000000","0.00000236","0.0000000000000","7032.024","97.809","655.499","652.280","PAYLOAD","LARGE","US","2019-01-11","AFWTR","","2908614","168286225","0 IRIDIUM 176","1 43923U 19002B   20358.84986644  .00000236  00000-0  33560-4 0  9992","2 43923  86.6110 110.0196 0002289 101.3797 258.7677 14.72252000104798"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-12-23T19:41:42","18 SPCS","IRIDIUM 176","2019-002B","EARTH","TEME","UTC","SGP4","2020-12-23T08:58:41.564352","14.72251887","0.00022910","86.6110","110.2183","101.4135","258.7340","0","U","43923","999","10472","0.00003595600000","0.00000251","0.0000000000000","7032.025","97.809","655.501","652.279","PAYLOAD","LARGE","US","2019-01-11","AFWTR","","2908439","168278952","0 IRIDIUM 176","1 43923U 19002B   20358.37409218  .00000251  00000-0  35956-4 0  9995","2 43923  86.6110 110.2183 0002291 101.4135 258.7340 14.72251887104728"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-12-23T19:41:42","18 SPCS","SL-18 DEB","1993-014BJ","EARTH","TEME","UTC","SGP4","2020-12-23T07:45:21.575232","14.82360294","0.00721040","75.7387","221.0276","103.9815","256.9403","0","U","35359","999","71025","0.00081033000000","0.00006772","0.0000000000000","7000.020","97.142","672.358","571.412","DEBRIS","SMALL","CIS","1993-03-25","PKMTR","","2908439","168272684","0 SL-18 DEB","1 35359U 93014BJ  20358.32316638  .00006772  00000-0  81033-3 0  9992","2 35359  75.7387 221.0276 0072104 103.9815 256.9403 14.82360294710258"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-12-23T07:06:09","18 SPCS","SL-18 DEB","1993-014BJ","EARTH","TEME","UTC","SGP4","2020-12-23T01:16:36.378048","14.82357071","0.00721240","75.7383","221.5054","104.6614","256.2583","0","U","35359","999","71087","0.00081118000000","0.00006779","0.0000000000000","7000.030","97.142","672.382","571.408","DEBRIS","SMALL","CIS","1993-03-25","PKMTR","","2908180","168255037","0 SL-18 DEB","1 35359U 93014BJ  20358.05319882  .00006779  00000-0  81118-3 0  9997","2 35359  75.7383 221.5054 0072124 104.6614 256.2583 14.82357071710879"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-12-22T22:26:10","18 SPCS","IRIDIUM 176","2019-002B","EARTH","TEME","UTC","SGP4","2020-12-22T16:39:57.422304","14.72251538","0.00022710","86.6109","110.5023","101.4262","258.7211","0","U","43923","999","10462","0.00003420800000","0.00000240","0.0000000000000","7032.026","97.809","655.488","652.294","PAYLOAD","LARGE","US","2019-01-11","AFWTR","","2907873","168247655","0 IRIDIUM 176","1 43923U 19002B   20357.69441461  .00000240  00000-0  34208-4 0  9992","2 43923  86.6109 110.5023 0002271 101.4262 258.7211 14.72251538104620"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-12-22T19:30:16","18 SPCS","IRIDIUM 176","2019-002B","EARTH","TEME","UTC","SGP4","2020-12-22T08:30:35.347392","14.72251398","0.00022610","86.6109","110.6443","101.2939","258.8532","0","U","43923","999","10457","0.00003376900000","0.00000238","0.0000000000000","7032.026","97.809","655.481","652.301","PAYLOAD","LARGE","US","2019-01-11","AFWTR","","2907836","168244637","0 IRIDIUM 176","1 43923U 19002B   20357.35457578  .00000238  00000-0  33769-4 0  9999","2 43923  86.6109 110.6443 0002261 101.2939 258.8532 14.72251398104570"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-12-22T19:30:16","18 SPCS","SL-18 DEB","1993-014BJ","EARTH","TEME","UTC","SGP4","2020-12-22T07:27:31.747104","14.82347439","0.00721150","75.7381","222.8201","106.5677","254.3446","0","U","35359","999","71010","0.00075328000000","0.00006292","0.0000000000000","7000.061","97.143","672.407","571.445","DEBRIS","SMALL","CIS","1993-03-25","PKMTR","","2907836","168237105","0 SL-18 DEB","1 35359U 93014BJ  20357.31078411  .00006292  00000-0  75328-3 0  9991","2 35359  75.7381 222.8201 0072115 106.5677 254.3446 14.82347439710105"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-12-22T04:08:37","18 SPCS","SL-18 DEB","1993-014BJ","EARTH","TEME","UTC","SGP4","2020-12-21T15:15:38.112192","14.82337949","0.00720320","75.7384","224.0156","108.2771","252.6271","0","U","35359","999","71000","0.00064231000000","0.00005359","0.0000000000000","7000.091","97.143","672.379","571.533","DEBRIS","SMALL","CIS","1993-03-25","PKMTR","","2907352","168204949","0 SL-18 DEB","1 35359U 93014BJ  20356.63585778  .00005359  00000-0  64231-3 0  9998","2 35359  75.7384 224.0156 0072032 108.2771 252.6271 14.82337949710004"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-12-22T04:08:37","18 SPCS","IRIDIUM 176","2019-002B","EARTH","TEME","UTC","SGP4","2020-12-21T14:33:58.771008","14.72250981","0.00022460","86.6108","110.9567","101.1445","259.0025","0","U","43923","999","10446","0.00003077400000","0.00000219","0.0000000000000","7032.028","97.809","655.472","652.313","PAYLOAD","LARGE","US","2019-01-11","AFWTR","","2907352","168211670","0 IRIDIUM 176","1 43923U 19002B   20356.60693022  .00000219  00000-0  30774-4 0  9994","2 43923  86.6108 110.9567 0002246 101.1445 259.0025 14.72250981104468"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-12-21T21:54:52","18 SPCS","IRIDIUM 176","2019-002B","EARTH","TEME","UTC","SGP4","2020-12-21T09:40:21.525024","14.72250850","0.00022460","86.6108","111.0419","101.1162","259.0308","0","U","43923","999","10443","0.00002929400000","0.00000209","0.0000000000000","7032.028","97.809","655.473","652.314","PAYLOAD","LARGE","US","2019-01-11","AFWTR","","2907202","168186222","0 IRIDIUM 176","1 43923U 19002B   20356.40302691  .00000209  00000-0  29294-4 0  9995","2 43923  86.6108 111.0419 0002246 101.1162 259.0308 14.72250850104438"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-12-21T14:26:09","18 SPCS","IRIDIUM 176","2019-002B","EARTH","TEME","UTC","SGP4","2020-12-21T09:40:21.525024","14.72250850","0.00022460","86.6108","111.0419","101.1162","259.0308","0","U","43923","999","10443","0.00002929400000","0.00000209","0.0000000000000","7032.028","97.809","655.473","652.314","PAYLOAD","LARGE","US","2019-01-11","AFWTR","","2907029","168163718","0 IRIDIUM 176","1 43923U 19002B   20356.40302691  .00000209  00000-0  29294-4 0  9995","2 43923  86.6108 111.0419 0002246 101.1162 259.0308 14.72250850104438"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-12-21T21:54:52","18 SPCS","SL-18 DEB","1993-014BJ","EARTH","TEME","UTC","SGP4","2020-12-21T08:46:52.571136","14.82333768","0.00720450","75.7384","224.4936","108.9608","251.9405","0","U","35359","999","70996","0.00057744000000","0.00004815","0.0000000000000","7000.104","97.144","672.401","571.536","DEBRIS","SMALL","CIS","1993-03-25","PKMTR","","2907202","168180070","0 SL-18 DEB","1 35359U 93014BJ  20356.36588624  .00004815  00000-0  57744-3 0  9998","2 35359  75.7384 224.4936 0072045 108.9608 251.9405 14.82333768709963"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-12-21T15:06:09","18 SPCS","SL-18 DEB","1993-014BJ","EARTH","TEME","UTC","SGP4","2020-12-21T08:46:52.571136","14.82333768","0.00720450","75.7384","224.4936","108.9608","251.9405","0","U","35359","999","71062","0.00057744000000","0.00004815","0.0000000000000","7000.104","97.144","672.401","571.536","DEBRIS","SMALL","CIS","1993-03-25","PKMTR","","2907139","168166268","0 SL-18 DEB","1 35359U 93014BJ  20356.36588624  .00004815  00000-0  57744-3 0  9998","2 35359  75.7384 224.4936 0072045 108.9608 251.9405 14.82333768710628"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-12-21T03:33:58","18 SPCS","IRIDIUM 176","2019-002B","EARTH","TEME","UTC","SGP4","2020-12-20T18:59:29.761152","14.72250640","0.00022350","86.6108","111.2975","101.1369","259.0099","0","U","43923","999","10434","0.00002953800000","0.00000211","0.0000000000000","7032.029","97.809","655.465","652.322","PAYLOAD","LARGE","US","2019-01-11","AFWTR","","2906789","168155234","0 IRIDIUM 176","1 43923U 19002B   20355.79131668  .00000211  00000-0  29538-4 0  9994","2 43923  86.6108 111.2975 0002235 101.1369 259.0099 14.72250640104348"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-12-21T03:33:58","18 SPCS","SL-18 DEB","1993-014BJ","EARTH","TEME","UTC","SGP4","2020-12-20T14:57:47.022624","14.82326787","0.00720990","75.7383","225.8081","110.8557","250.0371","0","U","35359","999","70985","0.00057479000000","0.00004793","0.0000000000000","7000.126","97.144","672.461","571.520","DEBRIS","SMALL","CIS","1993-03-25","PKMTR","","2906789","168149390","0 SL-18 DEB","1 35359U 93014BJ  20355.62346091  .00004793  00000-0  57479-3 0  9996","2 35359  75.7383 225.8081 0072099 110.8557 250.0371 14.82326787709855"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-12-20T20:46:18","18 SPCS","SL-18 DEB","1993-014BJ","EARTH","TEME","UTC","SGP4","2020-12-20T08:29:01.291488","14.82323710","0.00721070","75.7382","226.2860","111.5389","249.3504","0","U","35359","999","70981","0.00055239000000","0.00004605","0.0000000000000","7000.135","97.144","672.476","571.525","DEBRIS","SMALL","CIS","1993-03-25","PKMTR","","2906543","168122697","0 SL-18 DEB","1 35359U 93014BJ  20355.35348717  .00004605  00000-0  55239-3 0  9997","2 35359  75.7382 226.2860 0072107 111.5389 249.3504 14.82323710709813"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-12-20T20:46:18","18 SPCS","IRIDIUM 176","2019-002B","EARTH","TEME","UTC","SGP4","2020-12-20T07:34:22.834848","14.72250446","0.00022300","86.6107","111.4963","100.9731","259.1737","0","U","43923","999","10427","0.00002939000000","0.00000210","0.0000000000000","7032.029","97.809","655.463","652.326","PAYLOAD","LARGE","US","2019-01-11","AFWTR","","2906543","168129033","0 IRIDIUM 176","1 43923U 19002B   20355.31554207  .00000210  00000-0  29390-4 0  9995","2 43923  86.6107 111.4963 0002230 100.9731 259.1737 14.72250446104277"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-12-20T07:26:08","18 SPCS","SL-18 DEB","1993-014BJ","EARTH","TEME","UTC","SGP4","2020-12-20T02:00:15.501600","14.82321700","0.00721140","75.7382","226.7639","112.2306","248.6551","0","U","35359","999","71043","0.00057426000000","0.00004788","0.0000000000000","7000.142","97.144","672.488","571.526","DEBRIS","SMALL","CIS","1993-03-25","PKMTR","","2906330","168105277","0 SL-18 DEB","1 35359U 93014BJ  20355.08351275  .00004788  00000-0  57426-3 0  9992","2 35359  75.7382 226.7639 0072114 112.2306 248.6551 14.82321700710438"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-12-20T02:37:23","18 SPCS","IRIDIUM 176","2019-002B","EARTH","TEME","UTC","SGP4","2020-12-19T20:09:15.897312","14.72250261","0.00022180","86.6107","111.6950","101.0008","259.1459","0","U","43923","999","10420","0.00002855000000","0.00000205","0.0000000000000","7032.030","97.809","655.455","652.335","PAYLOAD","LARGE","US","2019-01-11","AFWTR","","2906183","168099211","0 IRIDIUM 176","1 43923U 19002B   20354.83976733  .00000205  00000-0  28550-4 0  9994","2 43923  86.6107 111.6950 0002218 101.0008 259.1459 14.72250261104209"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-12-19T20:03:32","18 SPCS","IRIDIUM 176","2019-002B","EARTH","TEME","UTC","SGP4","2020-12-19T10:22:01.374240","14.72250147","0.00022090","86.6106","111.8655","100.8066","259.3400","0","U","43923","999","10414","0.00002902200000","0.00000208","0.0000000000000","7032.030","97.809","655.449","652.342","PAYLOAD","LARGE","US","2019-01-11","AFWTR","","2905959","168073670","0 IRIDIUM 176","1 43923U 19002B   20354.43196035  .00000208  00000-0  29022-4 0  9997","2 43923  86.6106 111.8655 0002209 100.8066 259.3400 14.72250147104147"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-12-19T20:03:32","18 SPCS","SL-18 DEB","1993-014BJ","EARTH","TEME","UTC","SGP4","2020-12-19T08:11:09.397536","14.82313636","0.00721050","75.7381","228.0784","114.1354","246.7395","0","U","35359","999","70966","0.00050301000000","0.00004190","0.0000000000000","7000.167","97.145","672.507","571.557","DEBRIS","SMALL","CIS","1993-03-25","PKMTR","","2905959","168066684","0 SL-18 DEB","1 35359U 93014BJ  20354.34108099  .00004190  00000-0  50301-3 0  9996","2 35359  75.7381 228.0784 0072105 114.1354 246.7395 14.82313636709664"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-12-19T06:26:09","18 SPCS","IRIDIUM 176","2019-002B","EARTH","TEME","UTC","SGP4","2020-12-19T02:12:39.272544","14.72249997","0.00022070","86.6106","112.0074","100.8147","259.3319","0","U","43923","999","10409","0.00002811600000","0.00000202","0.0000000000000","7032.031","97.809","655.448","652.344","PAYLOAD","LARGE","US","2019-01-11","AFWTR","","2905565","168045222","0 IRIDIUM 176","1 43923U 19002B   20354.09212121  .00000202  00000-0  28116-4 0  9991","2 43923  86.6106 112.0074 0002207 100.8147 259.3319 14.72249997104097"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-12-19T04:57:23","18 SPCS","IRIDIUM 176","2019-002B","EARTH","TEME","UTC","SGP4","2020-12-18T19:41:09.584448","14.72249950","0.00022020","86.6106","112.1210","100.7739","259.3726","0","U","43923","999","10405","0.00002894700000","0.00000207","0.0000000000000","7032.031","97.809","655.444","652.348","PAYLOAD","LARGE","US","2019-01-11","AFWTR","","2905541","168041203","0 IRIDIUM 176","1 43923U 19002B   20353.82024982  .00000207  00000-0  28947-4 0  9994","2 43923  86.6106 112.1210 0002202 100.7739 259.3726 14.72249950104058"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-12-19T04:57:23","18 SPCS","SL-18 DEB","1993-014BJ","EARTH","TEME","UTC","SGP4","2020-12-18T09:30:28.426176","14.82305816","0.00720770","75.7382","229.7514","116.5666","244.2933","0","U","35359","999","70952","0.00051113000000","0.00004257","0.0000000000000","7000.192","97.145","672.512","571.601","DEBRIS","SMALL","CIS","1993-03-25","PKMTR","","2905541","168035576","0 SL-18 DEB","1 35359U 93014BJ  20353.39616234  .00004257  00000-0  51113-3 0  9991","2 35359  75.7382 229.7514 0072077 116.5666 244.2933 14.82305816709521"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-12-18T14:46:10","18 SPCS","SL-18 DEB","1993-014BJ","EARTH","TEME","UTC","SGP4","2020-12-18T09:30:28.426176","14.82305816","0.00720770","75.7382","229.7514","116.5666","244.2933","0","U","35359","999","71018","0.00051113000000","0.00004257","0.0000000000000","7000.192","97.145","672.512","571.601","DEBRIS","SMALL","CIS","1993-03-25","PKMTR","","2905136","167993415","0 SL-18 DEB","1 35359U 93014BJ  20353.39616234  .00004257  00000-0  51113-3 0  9991","2 35359  75.7382 229.7514 0072077 116.5666 244.2933 14.82305816710185"
