CDM_ID,CREATED,EMERGENCY_REPORTABLE,TCA,MIN_RNG,PC,SAT_1_ID,SAT_1_NAME,SAT1_OBJECT_TYPE,SAT1_RCS,SAT_1_EXCL_VOL,SAT_2_ID,SAT_2_NAME,SAT2_OBJECT_TYPE,SAT2_RCS,SAT_2_EXCL_VOL
"60244100","2020-11-25 11:11:39.000000","Y","2020-11-27T11:46:21.950000","236","0.0001715743","7727","COSMOS 724","PAYLOAD","LARGE","5.00","37579","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"60244149","2020-11-25 11:12:03.000000","Y","2020-11-25T22:15:00.479000","2546","","10489","METEOSAT 1","PAYLOAD","LARGE","0.00","10722","ATLAS CENTAUR R/B","ROCKET BODY","LARGE","0.00"
"60244157","2020-11-25 11:12:04.000000","Y","2020-11-25T22:15:00.479000","2546","","10722","ATLAS CENTAUR R/B","ROCKET BODY","LARGE","0.00","10489","METEOSAT 1","PAYLOAD","LARGE","0.00"
"60245261","2020-11-25 11:11:40.000000","Y","2020-11-25T18:46:52.631000","262","0.001848732","23710","RADARSAT","PAYLOAD","LARGE","5.00","81202","UNKNOWN","UNKNOWN","","3.00"
"60245441","2020-11-25 11:12:25.000000","Y","2020-11-26T14:31:33.119000","3645","","25642","RADUGA 1-4","PAYLOAD","LARGE","0.00","26808","ARIANE 44LP DEB","DEBRIS","MEDIUM","0.00"
"60245761","2020-11-25 11:12:25.000000","Y","2020-11-26T14:31:33.119000","3645","","26808","ARIANE 44LP DEB","DEBRIS","MEDIUM","0.00","25642","RADUGA 1-4","PAYLOAD","LARGE","0.00"
"60297991","2020-11-25 16:59:43.000000","Y","2020-11-27T11:46:21.940000","133","0.000174743","7727","COSMOS 724","PAYLOAD","LARGE","5.00","37579","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"60298041","2020-11-25 17:57:13.000000","Y","2020-11-25T22:15:00.477000","2543","","10489","METEOSAT 1","PAYLOAD","LARGE","0.00","10722","ATLAS CENTAUR R/B","ROCKET BODY","LARGE","0.00"
"60298050","2020-11-25 17:57:13.000000","Y","2020-11-25T22:15:00.477000","2543","","10722","ATLAS CENTAUR R/B","ROCKET BODY","LARGE","0.00","10489","METEOSAT 1","PAYLOAD","LARGE","0.00"
"60299241","2020-11-25 16:59:59.000000","Y","2020-11-25T18:46:52.627000","268","0.001560198","23710","RADARSAT","PAYLOAD","LARGE","5.00","81202","UNKNOWN","UNKNOWN","","3.00"
"60299292","2020-11-25 17:57:15.000000","Y","2020-11-28T13:39:43.027000","2698","","24292","MAGION 5","PAYLOAD","LARGE","0.00","39164","BREEZE-M R/B","ROCKET BODY","LARGE","0.00"
"60299419","2020-11-25 17:57:26.000000","Y","2020-11-26T14:31:33.229000","3597","","25642","RADUGA 1-4","PAYLOAD","LARGE","0.00","26808","ARIANE 44LP DEB","DEBRIS","MEDIUM","0.00"
"60299702","2020-11-25 17:57:26.000000","Y","2020-11-26T14:31:33.229000","3597","","26808","ARIANE 44LP DEB","DEBRIS","MEDIUM","0.00","25642","RADUGA 1-4","PAYLOAD","LARGE","0.00"
"60300623","2020-11-25 16:59:40.000000","Y","2020-11-26T17:59:00.210000","104","0.0002988844","31202","FENGYUN 1C DEB","DEBRIS","SMALL","1.00","33782","COSMOS 2251 DEB","DEBRIS","SMALL","1.00"
"60301340","2020-11-25 16:59:41.000000","Y","2020-11-26T17:59:00.210000","104","0.0002988844","33782","COSMOS 2251 DEB","DEBRIS","SMALL","1.00","31202","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"60302339","2020-11-25 17:57:15.000000","Y","2020-11-28T13:39:43.027000","2698","","39164","BREEZE-M R/B","ROCKET BODY","LARGE","0.00","24292","MAGION 5","PAYLOAD","LARGE","0.00"
"60352038","2020-11-25 23:07:41.000000","Y","2020-11-27T11:46:21.937000","112","0.0001895355","7727","COSMOS 724","PAYLOAD","LARGE","5.00","37579","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"60352775","2020-11-25 23:07:49.000000","Y","2020-11-28T22:45:25.469000","416","0.001028781","21087","INFORMATOR 1","PAYLOAD","LARGE","5.00","42098","COSMOS 1275 DEB","DEBRIS","SMALL","1.00"
"60352847","2020-11-25 23:07:27.000000","Y","2020-11-28T19:02:11.471000","175","0.006703971","22489","OXP 1","PAYLOAD","LARGE","5.00","25027","SL-8 DEB","DEBRIS","SMALL","1.00"
"60353199","2020-11-25 23:07:27.000000","Y","2020-11-28T18:22:30.992000","29","0.0006125862","23406","SL-16 DEB","DEBRIS","SMALL","1.00","26126","CZ-4 DEB","DEBRIS","SMALL","1.00"
"60353267","2020-11-25 23:27:28.000000","Y","2020-11-28T13:39:43.027000","2698","","24292","MAGION 5","PAYLOAD","LARGE","0.00","39164","BREEZE-M R/B","ROCKET BODY","LARGE","0.00"
"60353396","2020-11-25 23:26:52.000000","Y","2020-11-26T14:31:33.092000","3831","","25642","RADUGA 1-4","PAYLOAD","LARGE","0.00","26808","ARIANE 44LP DEB","DEBRIS","MEDIUM","0.00"
"60353537","2020-11-25 23:07:27.000000","Y","2020-11-28T18:22:30.992000","29","0.0006125862","26126","CZ-4 DEB","DEBRIS","SMALL","1.00","23406","SL-16 DEB","DEBRIS","SMALL","1.00"
"60353643","2020-11-25 23:26:49.000000","Y","2020-11-26T14:31:33.092000","3831","","26808","ARIANE 44LP DEB","DEBRIS","MEDIUM","0.00","25642","RADUGA 1-4","PAYLOAD","LARGE","0.00"
"60354242","2020-11-25 23:07:35.000000","Y","2020-11-26T17:59:00.208000","108","0.0002869499","31202","FENGYUN 1C DEB","DEBRIS","SMALL","1.00","33782","COSMOS 2251 DEB","DEBRIS","SMALL","1.00"
"60354654","2020-11-25 23:07:31.000000","Y","2020-11-26T17:59:00.208000","108","0.0002869499","33782","COSMOS 2251 DEB","DEBRIS","SMALL","1.00","31202","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"60355421","2020-11-25 23:26:48.000000","Y","2020-11-28T13:39:43.027000","2698","","39164","BREEZE-M R/B","ROCKET BODY","LARGE","0.00","24292","MAGION 5","PAYLOAD","LARGE","0.00"
"60410342","2020-11-26 13:03:19.000000","Y","2020-11-27T11:46:21.942000","124","0.0003354733","7727","COSMOS 724","PAYLOAD","LARGE","5.00","37579","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"60410816","2020-11-26 13:03:19.000000","Y","2020-11-29T10:06:22.109000","114","0.0002106917","17303","COSMOS 1814","PAYLOAD","LARGE","5.00","32304","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"60411010","2020-11-26 13:03:22.000000","Y","2020-11-28T22:45:25.462000","366","0.001116731","21087","INFORMATOR 1","PAYLOAD","LARGE","5.00","42098","COSMOS 1275 DEB","DEBRIS","SMALL","1.00"
"60411082","2020-11-26 13:03:20.000000","Y","2020-11-28T19:02:11.455000","243","0.00334607","22489","OXP 1","PAYLOAD","LARGE","5.00","25027","SL-8 DEB","DEBRIS","SMALL","1.00"
"60411395","2020-11-26 13:03:19.000000","Y","2020-11-28T18:22:30.973000","121","0.0007350568","23406","SL-16 DEB","DEBRIS","SMALL","1.00","26126","CZ-4 DEB","DEBRIS","SMALL","1.00"
"60411453","2020-11-26 12:18:15.000000","Y","2020-11-28T13:39:43.046000","2868","","24292","MAGION 5","PAYLOAD","LARGE","0.00","39164","BREEZE-M R/B","ROCKET BODY","LARGE","0.00"
"60411577","2020-11-26 12:18:24.000000","Y","2020-11-26T14:31:32.976000","3991","","25642","RADUGA 1-4","PAYLOAD","LARGE","0.00","26808","ARIANE 44LP DEB","DEBRIS","MEDIUM","0.00"
"60411696","2020-11-26 13:03:19.000000","Y","2020-11-28T18:22:30.973000","121","0.0007350568","26126","CZ-4 DEB","DEBRIS","SMALL","1.00","23406","SL-16 DEB","DEBRIS","SMALL","1.00"
"60411824","2020-11-26 12:18:24.000000","Y","2020-11-26T14:31:32.976000","3991","","26808","ARIANE 44LP DEB","DEBRIS","MEDIUM","0.00","25642","RADUGA 1-4","PAYLOAD","LARGE","0.00"
"60412581","2020-11-26 13:03:19.000000","Y","2020-11-29T10:06:22.109000","114","0.0002106917","32304","FENGYUN 1C DEB","DEBRIS","SMALL","1.00","17303","COSMOS 1814","PAYLOAD","LARGE","5.00"
"60413198","2020-11-26 13:03:19.000000","Y","2020-11-27T11:46:21.942000","124","0.0003354733","37579","FENGYUN 1C DEB","DEBRIS","SMALL","1.00","7727","COSMOS 724","PAYLOAD","LARGE","5.00"
"60413568","2020-11-26 12:18:15.000000","Y","2020-11-28T13:39:43.046000","2868","","39164","BREEZE-M R/B","ROCKET BODY","LARGE","0.00","24292","MAGION 5","PAYLOAD","LARGE","0.00"
"60463605","2020-11-26 17:15:19.000000","Y","2020-11-27T11:46:21.944000","152","0.0003346621","7727","COSMOS 724","PAYLOAD","LARGE","5.00","37579","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"60464106","2020-11-26 17:15:17.000000","Y","2020-11-29T10:06:22.098000","81","0.0003051427","17303","COSMOS 1814","PAYLOAD","LARGE","5.00","32304","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"60464113","2020-11-26 17:15:20.000000","Y","2020-11-29T13:57:02.427000","170","0.001206763","17369","COSMOS 1818","PAYLOAD","LARGE","5.00","40492","DMSP 5D-2 F13 DEB","DEBRIS","SMALL","1.00"
"60464332","2020-11-26 17:15:25.000000","Y","2020-11-28T22:45:25.467000","403","0.001105766","21087","INFORMATOR 1","PAYLOAD","LARGE","5.00","42098","COSMOS 1275 DEB","DEBRIS","SMALL","1.00"
"60464414","2020-11-26 17:15:20.000000","Y","2020-11-28T19:02:11.463000","206","0.003235057","22489","OXP 1","PAYLOAD","LARGE","5.00","25027","SL-8 DEB","DEBRIS","SMALL","1.00"
"60464772","2020-11-26 17:15:16.000000","Y","2020-11-28T18:22:30.976000","71","0.0009489213","23406","SL-16 DEB","DEBRIS","SMALL","1.00","26126","CZ-4 DEB","DEBRIS","SMALL","1.00"
"60464841","2020-11-26 18:22:12.000000","Y","2020-11-28T13:39:43.072000","2746","","24292","MAGION 5","PAYLOAD","LARGE","0.00","39164","BREEZE-M R/B","ROCKET BODY","LARGE","0.00"
"60465125","2020-11-26 17:15:16.000000","Y","2020-11-28T18:22:30.976000","71","0.0009489213","26126","CZ-4 DEB","DEBRIS","SMALL","1.00","23406","SL-16 DEB","DEBRIS","SMALL","1.00"
"60466019","2020-11-26 17:15:17.000000","Y","2020-11-29T10:06:22.098000","81","0.0003051427","32304","FENGYUN 1C DEB","DEBRIS","SMALL","1.00","17303","COSMOS 1814","PAYLOAD","LARGE","5.00"
"60467050","2020-11-26 18:22:12.000000","Y","2020-11-28T13:39:43.072000","2746","","39164","BREEZE-M R/B","ROCKET BODY","LARGE","0.00","24292","MAGION 5","PAYLOAD","LARGE","0.00"
"60517571","2020-11-26 23:40:52.000000","Y","2020-11-27T11:46:21.941000","126","0.0003434797","7727","COSMOS 724","PAYLOAD","LARGE","5.00","37579","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"60517917","2020-11-27 00:27:24.000000","Y","2020-11-29T19:11:29.083000","4742","","15698","COSMOS 1651 (GLONASS)","PAYLOAD","LARGE","0.00","28918","SL-12 R/B(2)","ROCKET BODY","LARGE","0.00"
"60518017","2020-11-26 23:40:53.000000","Y","2020-11-29T10:06:22.080000","191","0.0002206029","17303","COSMOS 1814","PAYLOAD","LARGE","5.00","32304","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"60518225","2020-11-26 23:40:54.000000","Y","2020-11-28T22:45:25.464000","341","0.001160819","21087","INFORMATOR 1","PAYLOAD","LARGE","5.00","42098","COSMOS 1275 DEB","DEBRIS","SMALL","1.00"
"60518309","2020-11-26 23:40:54.000000","Y","2020-11-28T19:02:11.452000","279","0.0001622265","22489","OXP 1","PAYLOAD","LARGE","5.00","25027","SL-8 DEB","DEBRIS","SMALL","1.00"
"60518649","2020-11-26 23:40:51.000000","Y","2020-11-28T18:22:30.971000","104","0.0008436755","23406","SL-16 DEB","DEBRIS","SMALL","1.00","26126","CZ-4 DEB","DEBRIS","SMALL","1.00"
"60518723","2020-11-27 00:26:28.000000","Y","2020-11-28T13:39:43.072000","2746","","24292","MAGION 5","PAYLOAD","LARGE","0.00","39164","BREEZE-M R/B","ROCKET BODY","LARGE","0.00"
"60519037","2020-11-26 23:40:52.000000","Y","2020-11-28T18:22:30.971000","104","0.0008436755","26126","CZ-4 DEB","DEBRIS","SMALL","1.00","23406","SL-16 DEB","DEBRIS","SMALL","1.00"
"60519796","2020-11-27 00:27:24.000000","Y","2020-11-29T19:11:29.083000","4742","","28918","SL-12 R/B(2)","ROCKET BODY","LARGE","0.00","15698","COSMOS 1651 (GLONASS)","PAYLOAD","LARGE","0.00"
"60522815","2020-11-26 23:40:52.000000","Y","2020-11-27T11:46:21.941000","126","0.0003434797","37579","FENGYUN 1C DEB","DEBRIS","SMALL","1.00","7727","COSMOS 724","PAYLOAD","LARGE","5.00"
"60523505","2020-11-27 00:26:29.000000","Y","2020-11-28T13:39:43.072000","2746","","39164","BREEZE-M R/B","ROCKET BODY","LARGE","0.00","24292","MAGION 5","PAYLOAD","LARGE","0.00"
"60573943","2020-11-27 12:35:05.000000","Y","2020-11-29T19:11:29.083000","4730","","15698","COSMOS 1651 (GLONASS)","PAYLOAD","LARGE","0.00","28918","SL-12 R/B(2)","ROCKET BODY","LARGE","0.00"
"60574245","2020-11-27 12:30:54.000000","Y","2020-11-27T23:03:32.298000","66","0.0002659811","20866","CZ-4 DEB","DEBRIS","SMALL","1.00","37907","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"60574260","2020-11-27 12:31:04.000000","Y","2020-11-28T22:45:25.465000","337","0.001178942","21087","INFORMATOR 1","PAYLOAD","LARGE","5.00","42098","COSMOS 1275 DEB","DEBRIS","SMALL","1.00"
"60574682","2020-11-27 12:30:56.000000","Y","2020-11-28T18:22:30.968000","101","0.001021963","23406","SL-16 DEB","DEBRIS","SMALL","1.00","26126","CZ-4 DEB","DEBRIS","SMALL","1.00"
"60574761","2020-11-27 12:33:19.000000","Y","2020-11-28T13:39:43.030000","2608","","24292","MAGION 5","PAYLOAD","LARGE","0.00","39164","BREEZE-M R/B","ROCKET BODY","LARGE","0.00"
"60575079","2020-11-27 12:30:56.000000","Y","2020-11-28T18:22:30.968000","101","0.001021963","26126","CZ-4 DEB","DEBRIS","SMALL","1.00","23406","SL-16 DEB","DEBRIS","SMALL","1.00"
"60575575","2020-11-27 12:35:05.000000","Y","2020-11-29T19:11:29.083000","4730","","28918","SL-12 R/B(2)","ROCKET BODY","LARGE","0.00","15698","COSMOS 1651 (GLONASS)","PAYLOAD","LARGE","0.00"
"60576558","2020-11-27 12:30:54.000000","Y","2020-11-27T23:03:32.298000","66","0.0002659811","37907","FENGYUN 1C DEB","DEBRIS","SMALL","1.00","20866","CZ-4 DEB","DEBRIS","SMALL","1.00"
"60576847","2020-11-27 12:33:20.000000","Y","2020-11-28T13:39:43.030000","2608","","39164","BREEZE-M R/B","ROCKET BODY","LARGE","0.00","24292","MAGION 5","PAYLOAD","LARGE","0.00"
"60590158","2020-11-28 02:17:36.000000","Y","2020-11-30T17:58:52.775000","684","0.0001274439","7593","COSMOS 700","PAYLOAD","LARGE","5.00","19439","COSMOS 839 DEB","DEBRIS","SMALL","1.00"
"60590260","2020-11-28 02:17:24.000000","Y","2020-11-30T19:40:40.343000","23","0.0002002744","15773","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","3.00","42315","DMSP 5D-2 F13 DEB","DEBRIS","SMALL","1.00"
"60590346","2020-11-28 02:17:27.000000","Y","2020-11-28T22:45:25.453000","219","0.001055172","21087","INFORMATOR 1","PAYLOAD","LARGE","5.00","42098","COSMOS 1275 DEB","DEBRIS","SMALL","1.00"
"60590372","2020-11-28 02:17:27.000000","Y","2020-11-30T22:28:53.515000","192","0.00045707","23431","COSMOS 2298","PAYLOAD","LARGE","5.00","36197","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"60593647","2020-11-28 02:17:24.000000","Y","2020-11-30T19:40:40.343000","23","0.0002002744","42315","DMSP 5D-2 F13 DEB","DEBRIS","SMALL","1.00","15773","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","3.00"
"60600115","2020-11-28 02:38:38.000000","Y","2020-11-29T19:11:29.083000","4730","","15698","COSMOS 1651 (GLONASS)","PAYLOAD","LARGE","0.00","28918","SL-12 R/B(2)","ROCKET BODY","LARGE","0.00"
"60600832","2020-11-28 02:37:59.000000","Y","2020-11-28T13:39:43.025000","2630","","24292","MAGION 5","PAYLOAD","LARGE","0.00","39164","BREEZE-M R/B","ROCKET BODY","LARGE","0.00"
"60601416","2020-11-28 02:38:38.000000","Y","2020-11-29T19:11:29.083000","4730","","28918","SL-12 R/B(2)","ROCKET BODY","LARGE","0.00","15698","COSMOS 1651 (GLONASS)","PAYLOAD","LARGE","0.00"
"60602322","2020-11-28 02:37:59.000000","Y","2020-11-28T13:39:43.025000","2630","","39164","BREEZE-M R/B","ROCKET BODY","LARGE","0.00","24292","MAGION 5","PAYLOAD","LARGE","0.00"
"60646937","2020-11-28 11:50:27.000000","Y","2020-11-29T19:11:29.083000","4730","","15698","COSMOS 1651 (GLONASS)","PAYLOAD","LARGE","0.00","28918","SL-12 R/B(2)","ROCKET BODY","LARGE","0.00"
"60647035","2020-11-28 12:04:18.000000","Y","2020-11-29T10:06:22.068000","230","0.0001278277","17303","COSMOS 1814","PAYLOAD","LARGE","5.00","32304","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"60647272","2020-11-28 12:04:18.000000","Y","2020-11-28T22:45:25.452000","228","0.001053089","21087","INFORMATOR 1","PAYLOAD","LARGE","5.00","42098","COSMOS 1275 DEB","DEBRIS","SMALL","1.00"
"60647685","2020-11-28 12:04:17.000000","Y","2020-11-30T22:28:53.523000","184","0.0003576842","23431","COSMOS 2298","PAYLOAD","LARGE","5.00","36197","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"60647769","2020-11-28 11:49:46.000000","Y","2020-11-28T13:39:43.021000","2625","","24292","MAGION 5","PAYLOAD","LARGE","0.00","39164","BREEZE-M R/B","ROCKET BODY","LARGE","0.00"
"60648406","2020-11-28 12:04:21.000000","Y","2020-11-30T18:08:21.938000","497","0.0001393053","28221","NAXING 1","PAYLOAD","MEDIUM","5.00","29815","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"60648447","2020-11-28 12:04:17.000000","Y","2020-11-30T20:57:08.371000","157","0.0002232273","28368","DEMETER","PAYLOAD","MEDIUM","5.00","33855","IRIDIUM 33 DEB","DEBRIS","SMALL","1.00"
"60648610","2020-11-28 11:50:27.000000","Y","2020-11-29T19:11:29.083000","4730","","28918","SL-12 R/B(2)","ROCKET BODY","LARGE","0.00","15698","COSMOS 1651 (GLONASS)","PAYLOAD","LARGE","0.00"
"60651110","2020-11-28 11:49:46.000000","Y","2020-11-28T13:39:43.021000","2625","","39164","BREEZE-M R/B","ROCKET BODY","LARGE","0.00","24292","MAGION 5","PAYLOAD","LARGE","0.00"
"60700182","2020-11-28 18:35:32.000000","Y","2020-11-29T19:11:29.083000","4730","","15698","COSMOS 1651 (GLONASS)","PAYLOAD","LARGE","0.00","28918","SL-12 R/B(2)","ROCKET BODY","LARGE","0.00"
"60700285","2020-11-28 17:44:46.000000","Y","2020-11-29T10:06:22.065000","261","0.0001110737","17303","COSMOS 1814","PAYLOAD","LARGE","5.00","32304","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"60700509","2020-11-28 17:44:46.000000","Y","2020-11-28T22:45:25.452000","223","0.001056919","21087","INFORMATOR 1","PAYLOAD","LARGE","5.00","42098","COSMOS 1275 DEB","DEBRIS","SMALL","1.00"
"60700946","2020-11-28 17:44:45.000000","Y","2020-11-30T22:28:53.509000","158","0.0004010124","23431","COSMOS 2298","PAYLOAD","LARGE","5.00","36197","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"60701823","2020-11-28 17:44:52.000000","Y","2020-11-30T20:57:07.668000","582","0.0001455133","28368","DEMETER","PAYLOAD","MEDIUM","5.00","33855","IRIDIUM 33 DEB","DEBRIS","SMALL","1.00"
"60702002","2020-11-28 18:35:32.000000","Y","2020-11-29T19:11:29.083000","4730","","28918","SL-12 R/B(2)","ROCKET BODY","LARGE","0.00","15698","COSMOS 1651 (GLONASS)","PAYLOAD","LARGE","0.00"
"60754643","2020-11-28 23:21:02.000000","Y","2020-11-30T03:50:38.548000","73","0.0001032572","2142","OAO 1","PAYLOAD","LARGE","5.00","42332","NOAA 16 DEB","DEBRIS","SMALL","1.00"
"60755169","2020-11-28 23:28:40.000000","Y","2020-11-29T19:11:29.083000","4730","","15698","COSMOS 1651 (GLONASS)","PAYLOAD","LARGE","0.00","28918","SL-12 R/B(2)","ROCKET BODY","LARGE","0.00"
"60755275","2020-11-28 23:21:03.000000","Y","2020-11-29T10:06:22.064000","263","0.0001013993","17303","COSMOS 1814","PAYLOAD","LARGE","5.00","32304","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"60755414","2020-11-28 23:21:03.000000","Y","2020-12-01T11:39:49.779000","242","0.0001425041","20465","COSMOS 2058","PAYLOAD","LARGE","5.00","31855","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"60755926","2020-11-28 23:21:03.000000","Y","2020-11-30T22:28:53.513000","170","0.0001342458","23431","COSMOS 2298","PAYLOAD","LARGE","5.00","36197","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"60757000","2020-11-28 23:28:40.000000","Y","2020-11-29T19:11:29.083000","4730","","28918","SL-12 R/B(2)","ROCKET BODY","LARGE","0.00","15698","COSMOS 1651 (GLONASS)","PAYLOAD","LARGE","0.00"
"60812966","2020-11-29 10:15:35.000000","Y","2020-12-01T19:00:23.549000","93","0.003196545","13819","SL-3 R/B","ROCKET BODY","LARGE","3.00","40303","SL-24 R/B","ROCKET BODY","LARGE","3.00"
"60813110","2020-11-29 10:43:04.000000","Y","2020-11-29T19:11:29.083000","4737","","15698","COSMOS 1651 (GLONASS)","PAYLOAD","LARGE","0.00","28918","SL-12 R/B(2)","ROCKET BODY","LARGE","0.00"
"60813122","2020-11-29 10:15:32.000000","Y","2020-11-30T19:40:40.336000","24","0.0001024059","15773","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","3.00","42315","DMSP 5D-2 F13 DEB","DEBRIS","SMALL","1.00"
"60813375","2020-11-29 10:15:49.000000","Y","2020-12-01T11:39:49.686000","909","0.0001043674","20465","COSMOS 2058","PAYLOAD","LARGE","5.00","31855","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"60814948","2020-11-29 10:43:04.000000","Y","2020-11-29T19:11:29.083000","4737","","28918","SL-12 R/B(2)","ROCKET BODY","LARGE","0.00","15698","COSMOS 1651 (GLONASS)","PAYLOAD","LARGE","0.00"
"60815282","2020-11-29 10:15:34.000000","Y","2020-12-01T19:47:27.257000","83","0.0001210189","31288","FENGYUN 1C DEB","DEBRIS","SMALL","1.00","31686","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"60815325","2020-11-29 10:15:32.000000","Y","2020-11-30T06:00:52.819000","39","0.0007088625","31365","FENGYUN 1C DEB","DEBRIS","SMALL","1.00","32006","SL-16 DEB","DEBRIS","SMALL","1.00"
"60815335","2020-11-29 10:15:34.000000","Y","2020-12-01T19:47:27.257000","83","0.0001210189","31686","FENGYUN 1C DEB","DEBRIS","SMALL","1.00","31288","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"60815545","2020-11-29 10:15:32.000000","Y","2020-11-30T07:52:05.533000","42","0.001790816","31916","FENGYUN 1C DEB","DEBRIS","SMALL","1.00","38243","IRIDIUM 33 DEB","DEBRIS","SMALL","1.00"
"60815546","2020-11-29 10:15:32.000000","Y","2020-11-30T06:00:52.819000","39","0.0007088625","32006","SL-16 DEB","DEBRIS","SMALL","1.00","31365","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"60815925","2020-11-29 10:15:33.000000","Y","2020-11-30T06:40:34.661000","64","0.0001678245","33944","COSMOS 2251 DEB","DEBRIS","SMALL","1.00","47004","FENGYUN 1C DEB","DEBRIS","","1.00"
"60816516","2020-11-29 10:15:35.000000","Y","2020-12-02T01:28:55.381000","98","0.0001593447","37567","CZ-4C DEB","DEBRIS","SMALL","1.00","43117","SL-8 DEB","DEBRIS","SMALL","1.00"
"60816687","2020-11-29 10:15:32.000000","Y","2020-11-30T07:52:05.533000","42","0.001790816","38243","IRIDIUM 33 DEB","DEBRIS","SMALL","1.00","31916","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"60817490","2020-11-29 10:15:35.000000","Y","2020-12-01T19:00:23.549000","93","0.003196545","40303","SL-24 R/B","ROCKET BODY","LARGE","3.00","13819","SL-3 R/B","ROCKET BODY","LARGE","3.00"
"60818574","2020-11-29 10:15:32.000000","Y","2020-11-30T19:40:40.336000","24","0.0001024059","42315","DMSP 5D-2 F13 DEB","DEBRIS","SMALL","1.00","15773","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","3.00"
"60818855","2020-11-29 10:15:35.000000","Y","2020-12-02T01:28:55.381000","98","0.0001593447","43117","SL-8 DEB","DEBRIS","SMALL","1.00","37567","CZ-4C DEB","DEBRIS","SMALL","1.00"
"60824523","2020-11-29 10:15:33.000000","Y","2020-11-30T06:40:34.661000","64","0.0001678245","47004","FENGYUN 1C DEB","DEBRIS","","1.00","33944","COSMOS 2251 DEB","DEBRIS","SMALL","1.00"
"60867492","2020-11-29 17:29:45.000000","Y","2020-11-29T19:11:29.083000","4737","","15698","COSMOS 1651 (GLONASS)","PAYLOAD","LARGE","0.00","28918","SL-12 R/B(2)","ROCKET BODY","LARGE","0.00"
"60867503","2020-11-29 16:35:22.000000","Y","2020-11-30T19:40:40.324000","26","0.000672703","15773","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","3.00","42315","DMSP 5D-2 F13 DEB","DEBRIS","SMALL","1.00"
"60869224","2020-11-29 17:29:45.000000","Y","2020-11-29T19:11:29.083000","4737","","28918","SL-12 R/B(2)","ROCKET BODY","LARGE","0.00","15698","COSMOS 1651 (GLONASS)","PAYLOAD","LARGE","0.00"
"60869434","2020-11-29 16:35:23.000000","Y","2020-11-30T06:00:52.815000","37","0.0007607799","31365","FENGYUN 1C DEB","DEBRIS","SMALL","1.00","32006","SL-16 DEB","DEBRIS","SMALL","1.00"
"60869454","2020-11-29 16:35:23.000000","Y","2020-11-30T07:52:05.486000","45","0.001755561","31916","FENGYUN 1C DEB","DEBRIS","SMALL","1.00","38243","IRIDIUM 33 DEB","DEBRIS","SMALL","1.00"
"60869455","2020-11-29 16:35:23.000000","Y","2020-11-30T06:00:52.815000","37","0.0007607799","32006","SL-16 DEB","DEBRIS","SMALL","1.00","31365","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"60869771","2020-11-29 16:35:24.000000","Y","2020-11-30T06:40:34.657000","68","0.0001691011","33944","COSMOS 2251 DEB","DEBRIS","SMALL","1.00","47004","FENGYUN 1C DEB","DEBRIS","","1.00"
"60870330","2020-11-29 16:35:23.000000","Y","2020-11-30T07:52:05.486000","45","0.001755561","38243","IRIDIUM 33 DEB","DEBRIS","SMALL","1.00","31916","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"60871606","2020-11-29 16:35:22.000000","Y","2020-11-30T19:40:40.324000","26","0.000672703","42315","DMSP 5D-2 F13 DEB","DEBRIS","SMALL","1.00","15773","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","3.00"
