CDM_ID,CREATED,EMERGENCY_REPORTABLE,TCA,MIN_RNG,PC,SAT_1_ID,SAT_1_NAME,SAT1_OBJECT_TYPE,SAT1_RCS,SAT_1_EXCL_VOL,SAT_2_ID,SAT_2_NAME,SAT2_OBJECT_TYPE,SAT2_RCS,SAT_2_EXCL_VOL
"61384766","2020-12-02 17:30:06.000000","Y","2020-12-03T03:22:28.259000","351","0.001485339","4166","SOICAL (CYLINDER)","PAYLOAD","MEDIUM","5.00","44315","OBJECT F","TBA","MEDIUM","5.00"
"61384918","2020-12-02 17:33:34.000000","Y","2020-12-02T23:49:32.074000","4950","","10981","GEOS 2","PAYLOAD","LARGE","0.00","24652","ARABSAT 2B","PAYLOAD","LARGE","0.00"
"61384919","2020-12-02 17:28:57.000000","Y","2020-12-04T03:31:31.213000","129","0.0001138856","10991","COSMOS 1027","PAYLOAD","LARGE","5.00","32308","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"61384952","2020-12-02 17:29:16.000000","Y","2020-12-03T07:08:59.350000","83","0.000197252","12283","DELTA 1 DEB","DEBRIS","SMALL","1.00","38537","METEOR 2-10 DEB","DEBRIS","SMALL","1.00"
"61385062","2020-12-02 17:33:30.000000","Y","2020-12-03T05:29:36.046000","3803","","13974","RADUGA 12","PAYLOAD","LARGE","0.00","20693","COSMOS 2085","PAYLOAD","MEDIUM","0.00"
"61385088","2020-12-02 17:33:26.000000","Y","2020-12-05T02:07:05.682000","4322","","14264","SL-12 R/B(2)","ROCKET BODY","LARGE","0.00","15697","COSMOS 1650 (GLONASS)","PAYLOAD","LARGE","0.00"
"61385224","2020-12-02 17:33:24.000000","Y","2020-12-05T02:07:05.682000","4322","","15697","COSMOS 1650 (GLONASS)","PAYLOAD","LARGE","0.00","14264","SL-12 R/B(2)","ROCKET BODY","LARGE","0.00"
"61385554","2020-12-02 17:33:24.000000","Y","2020-12-03T05:29:36.046000","3803","","20693","COSMOS 2085","PAYLOAD","MEDIUM","0.00","13974","RADUGA 12","PAYLOAD","LARGE","0.00"
"61385573","2020-12-02 17:30:57.000000","Y","2020-12-04T19:52:28.558000","41","0.001294179","20827","SL-14 R/B","ROCKET BODY","LARGE","3.00","81478","UNKNOWN","UNKNOWN","","3.00"
"61386098","2020-12-02 17:29:11.000000","Y","2020-12-03T02:58:34.265000","56","0.0001270953","23814","REX 2","PAYLOAD","MEDIUM","5.00","37460","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"61386120","2020-12-02 17:29:09.000000","Y","2020-12-05T07:18:30.502000","513","0.0005600574","24305","UNAMSAT","PAYLOAD","MEDIUM","5.00","36656","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"61386121","2020-12-02 17:33:20.000000","Y","2020-12-02T23:49:32.074000","4950","","24652","ARABSAT 2B","PAYLOAD","LARGE","0.00","10981","GEOS 2","PAYLOAD","LARGE","0.00"
"61386211","2020-12-02 17:29:11.000000","Y","2020-12-05T03:21:00.723000","308","0.0001618042","25367","COSMOS 2356","PAYLOAD","MEDIUM","5.00","37687","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"61386522","2020-12-02 17:34:17.000000","Y","2020-12-05T12:58:42.374000","2747","","26383","CZ-3A R/B","ROCKET BODY","LARGE","0.00","39344","CZ-3C DEB","DEBRIS","MEDIUM","0.00"
"61386961","2020-12-02 17:34:32.000000","Y","2020-12-03T18:43:20.367000","2732","","28112","COSMOS 2404 (GLONASS)","PAYLOAD","LARGE","0.00","41697","SL-12 DEB","DEBRIS","SMALL","0.00"
"61386989","2020-12-02 17:29:09.000000","Y","2020-12-04T20:52:53.741000","971","0.0006178997","28220","TANSUO 1","PAYLOAD","LARGE","5.00","36693","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"61387275","2020-12-02 17:30:55.000000","Y","2020-12-03T12:33:34.755000","510","0.0001154734","28898","MOZ.5/SAFIR/RUBIN 5/SL-8","PAYLOAD","LARGE","5.00","47058","COSMOS 2251 DEB","DEBRIS","","1.00"
"61387703","2020-12-02 17:29:02.000000","Y","2020-12-03T02:43:53.314000","45","0.0005248169","31220","FENGYUN 1C DEB","DEBRIS","SMALL","1.00","34503","IRIDIUM 33 DEB","DEBRIS","SMALL","1.00"
"61388702","2020-12-02 17:28:54.000000","Y","2020-12-03T02:43:53.314000","45","0.0005248169","34503","IRIDIUM 33 DEB","DEBRIS","SMALL","1.00","31220","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"61389504","2020-12-02 17:28:46.000000","Y","2020-12-03T02:58:34.265000","56","0.0001270953","37460","FENGYUN 1C DEB","DEBRIS","SMALL","1.00","23814","REX 2","PAYLOAD","MEDIUM","5.00"
"61389816","2020-12-02 17:28:40.000000","Y","2020-12-03T07:08:59.350000","83","0.000197252","38537","METEOR 2-10 DEB","DEBRIS","SMALL","1.00","12283","DELTA 1 DEB","DEBRIS","SMALL","1.00"
"61390323","2020-12-02 17:33:37.000000","Y","2020-12-05T12:58:42.374000","2747","","39344","CZ-3C DEB","DEBRIS","MEDIUM","0.00","26383","CZ-3A R/B","ROCKET BODY","LARGE","0.00"
"61391625","2020-12-02 17:33:40.000000","Y","2020-12-03T18:43:20.367000","2732","","41697","SL-12 DEB","DEBRIS","SMALL","0.00","28112","COSMOS 2404 (GLONASS)","PAYLOAD","LARGE","0.00"
"61406917","2020-12-02 17:28:39.000000","Y","2020-12-02T17:22:41.866000","103","0.0007387818","47066","COSMOS 2251 DEB","DEBRIS","","1.00","3048","SL-8 R/B","ROCKET BODY","LARGE","3.00"
"61443947","2020-12-02 23:15:06.000000","Y","2020-12-05T09:34:46.389000","508","0.0004651677","2834","GGSE 5","PAYLOAD","MEDIUM","5.00","10613","COSMOS 839 DEB","DEBRIS","SMALL","1.00"
"61444037","2020-12-02 23:15:03.000000","Y","2020-12-03T03:22:28.275000","269","0.002095371","4166","SOICAL (CYLINDER)","PAYLOAD","MEDIUM","5.00","44315","OBJECT F","TBA","MEDIUM","5.00"
"61444212","2020-12-02 23:14:58.000000","Y","2020-12-03T07:08:59.345000","70","0.0002531379","12283","DELTA 1 DEB","DEBRIS","SMALL","1.00","38537","METEOR 2-10 DEB","DEBRIS","SMALL","1.00"
"61444330","2020-12-03 00:52:53.000000","Y","2020-12-03T05:29:36.098000","3755","","13974","RADUGA 12","PAYLOAD","LARGE","0.00","20693","COSMOS 2085","PAYLOAD","MEDIUM","0.00"
"61444355","2020-12-03 00:53:01.000000","Y","2020-12-05T02:07:05.835000","4320","","14264","SL-12 R/B(2)","ROCKET BODY","LARGE","0.00","15697","COSMOS 1650 (GLONASS)","PAYLOAD","LARGE","0.00"
"61444465","2020-12-03 00:53:01.000000","Y","2020-12-05T02:07:05.835000","4320","","15697","COSMOS 1650 (GLONASS)","PAYLOAD","LARGE","0.00","14264","SL-12 R/B(2)","ROCKET BODY","LARGE","0.00"
"61444800","2020-12-03 00:52:53.000000","Y","2020-12-03T05:29:36.098000","3755","","20693","COSMOS 2085","PAYLOAD","MEDIUM","0.00","13974","RADUGA 12","PAYLOAD","LARGE","0.00"
"61444819","2020-12-02 23:14:58.000000","Y","2020-12-04T19:52:28.579000","46","0.0003565611","20827","SL-14 R/B","ROCKET BODY","LARGE","3.00","81478","UNKNOWN","UNKNOWN","","3.00"
"61444937","2020-12-02 23:14:58.000000","Y","2020-12-05T16:57:11.054000","43","0.0001084258","22326","SL-16 DEB","DEBRIS","SMALL","1.00","38157","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"61445328","2020-12-02 23:14:58.000000","Y","2020-12-03T02:58:34.268000","60","0.0001035338","23814","REX 2","PAYLOAD","MEDIUM","5.00","37460","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"61445345","2020-12-02 23:15:07.000000","Y","2020-12-05T07:18:30.509000","605","0.0005388309","24305","UNAMSAT","PAYLOAD","MEDIUM","5.00","36656","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"61445430","2020-12-02 23:15:03.000000","Y","2020-12-05T03:21:00.734000","294","0.000178256","25367","COSMOS 2356","PAYLOAD","MEDIUM","5.00","37687","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"61445642","2020-12-03 00:52:49.000000","Y","2020-12-05T12:58:44.271000","3503","","26383","CZ-3A R/B","ROCKET BODY","LARGE","0.00","39344","CZ-3C DEB","DEBRIS","MEDIUM","0.00"
"61445945","2020-12-02 23:15:12.000000","Y","2020-12-03T11:47:12.732000","898","0.0001462957","27943","BILSAT 1","PAYLOAD","MEDIUM","5.00","87727","UNKNOWN","UNKNOWN","","3.00"
"61445982","2020-12-03 00:52:40.000000","Y","2020-12-03T18:43:20.368000","2732","","28112","COSMOS 2404 (GLONASS)","PAYLOAD","LARGE","0.00","41697","SL-12 DEB","DEBRIS","SMALL","0.00"
"61446191","2020-12-02 23:15:07.000000","Y","2020-12-03T12:33:34.779000","533","0.0001084535","28898","MOZ.5/SAFIR/RUBIN 5/SL-8","PAYLOAD","LARGE","5.00","47058","COSMOS 2251 DEB","DEBRIS","","1.00"
"61446369","2020-12-02 23:14:58.000000","Y","2020-12-03T02:43:53.323000","66","0.0005120088","31220","FENGYUN 1C DEB","DEBRIS","SMALL","1.00","34503","IRIDIUM 33 DEB","DEBRIS","SMALL","1.00"
"61446851","2020-12-02 23:14:58.000000","Y","2020-12-03T02:43:53.323000","66","0.0005120088","34503","IRIDIUM 33 DEB","DEBRIS","SMALL","1.00","31220","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"61447184","2020-12-02 23:14:58.000000","Y","2020-12-03T02:58:34.268000","60","0.0001035338","37460","FENGYUN 1C DEB","DEBRIS","SMALL","1.00","23814","REX 2","PAYLOAD","MEDIUM","5.00"
"61447185","2020-12-02 23:15:00.000000","Y","2020-12-05T21:40:12.807000","108","0.0001929269","37588","FENGYUN 1C DEB","DEBRIS","SMALL","1.00","81301","UNKNOWN","UNKNOWN","","3.00"
"61447425","2020-12-02 23:14:58.000000","Y","2020-12-05T16:57:11.054000","43","0.0001084258","38157","FENGYUN 1C DEB","DEBRIS","SMALL","1.00","22326","SL-16 DEB","DEBRIS","SMALL","1.00"
"61447468","2020-12-02 23:14:59.000000","Y","2020-12-03T07:08:59.345000","70","0.0002531379","38537","METEOR 2-10 DEB","DEBRIS","SMALL","1.00","12283","DELTA 1 DEB","DEBRIS","SMALL","1.00"
"61447595","2020-12-02 23:14:58.000000","Y","2020-12-05T20:42:56.499000","63","0.0001455857","38826","FENGYUN 1C DEB","DEBRIS","SMALL","1.00","41427","NOAA 16 DEB","DEBRIS","SMALL","1.00"
"61447719","2020-12-03 00:52:49.000000","Y","2020-12-05T12:58:44.271000","3503","","39344","CZ-3C DEB","DEBRIS","MEDIUM","0.00","26383","CZ-3A R/B","ROCKET BODY","LARGE","0.00"
"61447857","2020-12-02 23:14:57.000000","Y","2020-12-05T18:43:05.612000","21","0.0002794198","39813","COSMOS 1823 DEB","DEBRIS","SMALL","1.00","40755","DELTA 1 DEB","DEBRIS","SMALL","1.00"
"61448167","2020-12-02 23:14:58.000000","Y","2020-12-05T18:43:05.612000","21","0.0002794198","40755","DELTA 1 DEB","DEBRIS","SMALL","1.00","39813","COSMOS 1823 DEB","DEBRIS","SMALL","1.00"
"61448328","2020-12-02 23:14:58.000000","Y","2020-12-05T20:42:56.499000","63","0.0001455857","41427","NOAA 16 DEB","DEBRIS","SMALL","1.00","38826","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"61448556","2020-12-03 00:52:40.000000","Y","2020-12-03T18:43:20.368000","2732","","41697","SL-12 DEB","DEBRIS","SMALL","0.00","28112","COSMOS 2404 (GLONASS)","PAYLOAD","LARGE","0.00"
"61513133","2020-12-03 10:59:13.000000","Y","2020-12-05T02:07:07.038000","4306","","14264","SL-12 R/B(2)","ROCKET BODY","LARGE","0.00","15697","COSMOS 1650 (GLONASS)","PAYLOAD","LARGE","0.00"
"61513214","2020-12-03 10:59:13.000000","Y","2020-12-05T02:07:07.038000","4306","","15697","COSMOS 1650 (GLONASS)","PAYLOAD","LARGE","0.00","14264","SL-12 R/B(2)","ROCKET BODY","LARGE","0.00"
"61514333","2020-12-03 10:59:05.000000","Y","2020-12-03T18:43:20.403000","2709","","28112","COSMOS 2404 (GLONASS)","PAYLOAD","LARGE","0.00","41697","SL-12 DEB","DEBRIS","SMALL","0.00"
"61516847","2020-12-03 10:59:05.000000","Y","2020-12-03T18:43:20.403000","2709","","41697","SL-12 DEB","DEBRIS","SMALL","0.00","28112","COSMOS 2404 (GLONASS)","PAYLOAD","LARGE","0.00"
"61522434","2020-12-03 10:33:03.000000","Y","2020-12-06T00:14:22.833000","83","0.001109609","312","DELTA 1 DEB (YO)","DEBRIS","SMALL","1.00","43486","CZ-2D R/B","ROCKET BODY","SMALL","3.00"
"61522472","2020-12-03 10:33:11.000000","Y","2020-12-05T09:34:46.401000","471","0.0004575469","2834","GGSE 5","PAYLOAD","MEDIUM","5.00","10613","COSMOS 839 DEB","DEBRIS","SMALL","1.00"
"61522833","2020-12-03 10:33:02.000000","Y","2020-12-03T14:07:40.531000","69","0.0001536973","20858","CZ-4 DEB","DEBRIS","MEDIUM","1.00","31478","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"61522853","2020-12-03 10:33:04.000000","Y","2020-12-05T16:57:11.076000","107","0.0001437084","22326","SL-16 DEB","DEBRIS","SMALL","1.00","38157","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"61522871","2020-12-03 10:33:05.000000","Y","2020-12-06T09:40:15.764000","234","0.0003170929","23455","NOAA 14","PAYLOAD","LARGE","5.00","42225","COSMOS 1275 DEB","DEBRIS","SMALL","1.00"
"61522888","2020-12-03 10:33:14.000000","Y","2020-12-05T07:18:30.513000","669","0.0004029279","24305","UNAMSAT","PAYLOAD","MEDIUM","5.00","36656","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"61523120","2020-12-03 10:33:14.000000","Y","2020-12-03T11:47:12.723000","720","0.0001126254","27943","BILSAT 1","PAYLOAD","MEDIUM","5.00","87727","UNKNOWN","UNKNOWN","","3.00"
"61523201","2020-12-03 10:33:11.000000","Y","2020-12-03T12:33:34.778000","531","0.0001092471","28898","MOZ.5/SAFIR/RUBIN 5/SL-8","PAYLOAD","LARGE","5.00","47058","COSMOS 2251 DEB","DEBRIS","","1.00"
"61523214","2020-12-03 10:33:02.000000","Y","2020-12-03T12:31:04.507000","55","0.0001576114","29265","TRANSIT 15 DEB","DEBRIS","SMALL","1.00","40521","DMSP 5D-2 F13 DEB","DEBRIS","SMALL","1.00"
"61523246","2020-12-03 10:33:02.000000","Y","2020-12-03T14:07:40.531000","69","0.0001536973","31478","FENGYUN 1C DEB","DEBRIS","SMALL","1.00","20858","CZ-4 DEB","DEBRIS","MEDIUM","1.00"
"61523486","2020-12-03 10:33:04.000000","Y","2020-12-05T21:40:12.822000","107","0.000134819","37588","FENGYUN 1C DEB","DEBRIS","SMALL","1.00","81301","UNKNOWN","UNKNOWN","","3.00"
"61523546","2020-12-03 10:33:04.000000","Y","2020-12-05T16:57:11.076000","107","0.0001437084","38157","FENGYUN 1C DEB","DEBRIS","SMALL","1.00","22326","SL-16 DEB","DEBRIS","SMALL","1.00"
"61523728","2020-12-03 10:33:00.000000","Y","2020-12-05T18:43:05.617000","8","0.0003112065","39813","COSMOS 1823 DEB","DEBRIS","SMALL","1.00","40755","DELTA 1 DEB","DEBRIS","SMALL","1.00"
"61523862","2020-12-03 10:33:02.000000","Y","2020-12-03T12:31:04.507000","55","0.0001576114","40521","DMSP 5D-2 F13 DEB","DEBRIS","SMALL","1.00","29265","TRANSIT 15 DEB","DEBRIS","SMALL","1.00"
"61523873","2020-12-03 10:33:00.000000","Y","2020-12-05T18:43:05.617000","8","0.0003112065","40755","DELTA 1 DEB","DEBRIS","SMALL","1.00","39813","COSMOS 1823 DEB","DEBRIS","SMALL","1.00"
"61525058","2020-12-03 10:33:03.000000","Y","2020-12-06T00:14:22.833000","83","0.001109609","43486","CZ-2D R/B","ROCKET BODY","SMALL","3.00","312","DELTA 1 DEB (YO)","DEBRIS","SMALL","1.00"
"61526183","2020-12-03 10:33:02.000000","Y","2020-12-04T04:14:20.246000","57","0.002729747","44610","CZ-2D DEB","DEBRIS","SMALL","1.00","87079","UNKNOWN","UNKNOWN","","3.00"
"61562927","2020-12-03 18:28:24.000000","Y","2020-12-05T02:07:06.942000","4274","","14264","SL-12 R/B(2)","ROCKET BODY","LARGE","0.00","15697","COSMOS 1650 (GLONASS)","PAYLOAD","LARGE","0.00"
"61563070","2020-12-03 18:28:24.000000","Y","2020-12-05T02:07:06.942000","4274","","15697","COSMOS 1650 (GLONASS)","PAYLOAD","LARGE","0.00","14264","SL-12 R/B(2)","ROCKET BODY","LARGE","0.00"
"61563573","2020-12-03 18:31:46.000000","Y","2020-12-05T16:57:11.080000","45","0.0003467846","22326","SL-16 DEB","DEBRIS","SMALL","1.00","38157","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"61563975","2020-12-03 18:31:54.000000","Y","2020-12-05T07:18:30.515000","688","0.0003459084","24305","UNAMSAT","PAYLOAD","MEDIUM","5.00","36656","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"61564832","2020-12-03 18:28:08.000000","Y","2020-12-03T18:43:20.403000","2709","","28112","COSMOS 2404 (GLONASS)","PAYLOAD","LARGE","0.00","41697","SL-12 DEB","DEBRIS","SMALL","0.00"
"61567652","2020-12-03 18:31:46.000000","Y","2020-12-05T16:57:11.080000","45","0.0003467846","38157","FENGYUN 1C DEB","DEBRIS","SMALL","1.00","22326","SL-16 DEB","DEBRIS","SMALL","1.00"
"61567844","2020-12-03 18:31:47.000000","Y","2020-12-05T20:42:56.481000","92","0.000184989","38826","FENGYUN 1C DEB","DEBRIS","SMALL","1.00","41427","NOAA 16 DEB","DEBRIS","SMALL","1.00"
"61568444","2020-12-03 18:31:46.000000","Y","2020-12-05T18:43:05.618000","6","0.0003128818","39813","COSMOS 1823 DEB","DEBRIS","SMALL","1.00","40755","DELTA 1 DEB","DEBRIS","SMALL","1.00"
"61568891","2020-12-03 18:31:46.000000","Y","2020-12-05T18:43:05.618000","6","0.0003128818","40755","DELTA 1 DEB","DEBRIS","SMALL","1.00","39813","COSMOS 1823 DEB","DEBRIS","SMALL","1.00"
"61569062","2020-12-03 18:31:48.000000","Y","2020-12-05T20:42:56.481000","92","0.000184989","41427","NOAA 16 DEB","DEBRIS","SMALL","1.00","38826","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"61569330","2020-12-03 18:28:08.000000","Y","2020-12-03T18:43:20.403000","2709","","41697","SL-12 DEB","DEBRIS","SMALL","0.00","28112","COSMOS 2404 (GLONASS)","PAYLOAD","LARGE","0.00"
"61579731","2020-12-03 18:31:47.000000","Y","2020-12-04T04:14:20.253000","71","0.002185531","44610","CZ-2D DEB","DEBRIS","SMALL","1.00","87079","UNKNOWN","UNKNOWN","","3.00"
"61621156","2020-12-04 04:10:11.000000","Y","2020-12-05T02:07:06.942000","4274","","14264","SL-12 R/B(2)","ROCKET BODY","LARGE","0.00","15697","COSMOS 1650 (GLONASS)","PAYLOAD","LARGE","0.00"
"61621293","2020-12-04 04:10:11.000000","Y","2020-12-05T02:07:06.942000","4274","","15697","COSMOS 1650 (GLONASS)","PAYLOAD","LARGE","0.00","14264","SL-12 R/B(2)","ROCKET BODY","LARGE","0.00"
"61621341","2020-12-04 04:01:14.000000","Y","2020-12-07T01:55:04.017000","316","0.000679855","16181","COSMOS 1697","PAYLOAD","LARGE","5.00","36348","METEOR 2-8 DEB","DEBRIS","SMALL","1.00"
"61621672","2020-12-04 04:10:00.000000","Y","2020-12-06T20:02:58.296000","3427","","21151","INMARSAT 2-F2 R/B(PAM-D)","ROCKET BODY","LARGE","0.00","43235","FREGAT R/B","ROCKET BODY","LARGE","0.00"
"61621779","2020-12-04 04:01:12.000000","Y","2020-12-05T16:57:11.066000","32","0.0005544883","22326","SL-16 DEB","DEBRIS","SMALL","1.00","38157","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"61621799","2020-12-04 04:01:13.000000","Y","2020-12-05T04:58:41.204000","105","0.0001015113","22803","SL-16 R/B","ROCKET BODY","LARGE","3.00","30816","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"61622181","2020-12-04 04:01:17.000000","Y","2020-12-05T07:18:30.511000","646","0.0004135204","24305","UNAMSAT","PAYLOAD","MEDIUM","5.00","36656","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"61622279","2020-12-04 04:01:12.000000","Y","2020-12-05T03:21:01.034000","37","0.005537895","25367","COSMOS 2356","PAYLOAD","MEDIUM","5.00","37687","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"61623785","2020-12-04 04:01:12.000000","Y","2020-12-06T02:00:31.948000","60","0.0001299916","29877","FENGYUN 1C DEB","DEBRIS","SMALL","1.00","32443","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"61623797","2020-12-04 04:01:13.000000","Y","2020-12-05T04:58:41.204000","105","0.0001015113","30816","FENGYUN 1C DEB","DEBRIS","SMALL","1.00","22803","SL-16 R/B","ROCKET BODY","LARGE","3.00"
"61624451","2020-12-04 04:01:12.000000","Y","2020-12-06T02:00:31.948000","60","0.0001299916","32443","FENGYUN 1C DEB","DEBRIS","SMALL","1.00","29877","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"61626243","2020-12-04 04:01:12.000000","Y","2020-12-05T16:57:11.066000","32","0.0005544883","38157","FENGYUN 1C DEB","DEBRIS","SMALL","1.00","22326","SL-16 DEB","DEBRIS","SMALL","1.00"
"61626440","2020-12-04 04:01:12.000000","Y","2020-12-05T20:42:56.462000","88","0.0002072741","38826","FENGYUN 1C DEB","DEBRIS","SMALL","1.00","41427","NOAA 16 DEB","DEBRIS","SMALL","1.00"
"61627364","2020-12-04 04:01:13.000000","Y","2020-12-05T18:43:05.595000","103","0.0002911322","39813","COSMOS 1823 DEB","DEBRIS","SMALL","1.00","40755","DELTA 1 DEB","DEBRIS","SMALL","1.00"
"61627918","2020-12-04 04:01:13.000000","Y","2020-12-05T18:43:05.595000","103","0.0002911322","40755","DELTA 1 DEB","DEBRIS","SMALL","1.00","39813","COSMOS 1823 DEB","DEBRIS","SMALL","1.00"
"61628117","2020-12-04 04:01:12.000000","Y","2020-12-05T20:42:56.462000","88","0.0002072741","41427","NOAA 16 DEB","DEBRIS","SMALL","1.00","38826","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"61634228","2020-12-04 04:10:00.000000","Y","2020-12-06T20:02:58.296000","3427","","43235","FREGAT R/B","ROCKET BODY","LARGE","0.00","21151","INMARSAT 2-F2 R/B(PAM-D)","ROCKET BODY","LARGE","0.00"
"61639486","2020-12-04 04:01:12.000000","Y","2020-12-04T04:14:20.231000","47","0.004197185","44610","CZ-2D DEB","DEBRIS","SMALL","1.00","87079","UNKNOWN","UNKNOWN","","3.00"
"61679422","2020-12-04 11:21:01.000000","Y","2020-12-05T02:07:06.942000","4274","","14264","SL-12 R/B(2)","ROCKET BODY","LARGE","0.00","15697","COSMOS 1650 (GLONASS)","PAYLOAD","LARGE","0.00"
"61679465","2020-12-04 10:57:42.000000","Y","2020-12-06T11:53:28.476000","90","0.0003875081","14627","COSMOS 1275 DEB","DEBRIS","SMALL","1.00","29196","COSMOS 860 COOLANT","DEBRIS","SMALL","1.00"
"61679570","2020-12-04 11:21:01.000000","Y","2020-12-05T02:07:06.942000","4274","","15697","COSMOS 1650 (GLONASS)","PAYLOAD","LARGE","0.00","14264","SL-12 R/B(2)","ROCKET BODY","LARGE","0.00"
"61679611","2020-12-04 10:57:41.000000","Y","2020-12-07T01:55:04.050000","44","0.000935106","16181","COSMOS 1697","PAYLOAD","LARGE","5.00","36348","METEOR 2-8 DEB","DEBRIS","SMALL","1.00"
"61680018","2020-12-04 10:57:41.000000","Y","2020-12-05T16:57:11.076000","27","0.0006495824","22326","SL-16 DEB","DEBRIS","SMALL","1.00","38157","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"61680416","2020-12-04 10:57:50.000000","Y","2020-12-05T07:18:30.515000","651","0.0003692629","24305","UNAMSAT","PAYLOAD","MEDIUM","5.00","36656","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"61680514","2020-12-04 10:57:41.000000","Y","2020-12-05T03:21:01.035000","36","0.005736075","25367","COSMOS 2356","PAYLOAD","MEDIUM","5.00","37687","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"61681589","2020-12-04 10:57:42.000000","Y","2020-12-06T11:53:28.476000","90","0.0003875081","29196","COSMOS 860 COOLANT","DEBRIS","SMALL","1.00","14627","COSMOS 1275 DEB","DEBRIS","SMALL","1.00"
"61682899","2020-12-04 10:57:41.000000","Y","2020-12-07T01:55:04.050000","44","0.000935106","36348","METEOR 2-8 DEB","DEBRIS","SMALL","1.00","16181","COSMOS 1697","PAYLOAD","LARGE","5.00"
"61683390","2020-12-04 10:57:41.000000","Y","2020-12-05T03:21:01.035000","36","0.005736075","37687","FENGYUN 1C DEB","DEBRIS","SMALL","1.00","25367","COSMOS 2356","PAYLOAD","MEDIUM","5.00"
"61683561","2020-12-04 10:57:41.000000","Y","2020-12-05T16:57:11.076000","27","0.0006495824","38157","FENGYUN 1C DEB","DEBRIS","SMALL","1.00","22326","SL-16 DEB","DEBRIS","SMALL","1.00"
"61683719","2020-12-04 10:57:43.000000","Y","2020-12-05T20:42:56.489000","98","0.000221246","38826","FENGYUN 1C DEB","DEBRIS","SMALL","1.00","41427","NOAA 16 DEB","DEBRIS","SMALL","1.00"
"61684226","2020-12-04 10:57:43.000000","Y","2020-12-05T18:43:05.596000","100","0.0002960645","39813","COSMOS 1823 DEB","DEBRIS","SMALL","1.00","40755","DELTA 1 DEB","DEBRIS","SMALL","1.00"
"61684766","2020-12-04 10:57:43.000000","Y","2020-12-05T18:43:05.596000","100","0.0002960645","40755","DELTA 1 DEB","DEBRIS","SMALL","1.00","39813","COSMOS 1823 DEB","DEBRIS","SMALL","1.00"
"61684914","2020-12-04 10:57:43.000000","Y","2020-12-05T20:42:56.489000","98","0.000221246","41427","NOAA 16 DEB","DEBRIS","SMALL","1.00","38826","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"61736044","2020-12-04 21:20:51.000000","Y","2020-12-07T04:01:17.124000","153","0.0002365395","11111","COSMOS 1048","PAYLOAD","LARGE","5.00","34914","COSMOS 2251 DEB","DEBRIS","SMALL","1.00"
"61736194","2020-12-04 21:45:46.000000","Y","2020-12-05T02:07:06.752000","4269","","14264","SL-12 R/B(2)","ROCKET BODY","LARGE","0.00","15697","COSMOS 1650 (GLONASS)","PAYLOAD","LARGE","0.00"
"61736226","2020-12-04 21:20:14.000000","Y","2020-12-06T11:53:28.464000","78","0.000660636","14627","COSMOS 1275 DEB","DEBRIS","SMALL","1.00","29196","COSMOS 860 COOLANT","DEBRIS","SMALL","1.00"
"61736336","2020-12-04 21:45:37.000000","Y","2020-12-05T02:07:06.752000","4269","","15697","COSMOS 1650 (GLONASS)","PAYLOAD","LARGE","0.00","14264","SL-12 R/B(2)","ROCKET BODY","LARGE","0.00"
"61736379","2020-12-04 21:21:05.000000","Y","2020-12-07T01:55:04.051000","82","0.00102666","16181","COSMOS 1697","PAYLOAD","LARGE","5.00","36348","METEOR 2-8 DEB","DEBRIS","SMALL","1.00"
"61736696","2020-12-04 21:48:26.000000","Y","2020-12-06T20:02:58.326000","4438","","21151","INMARSAT 2-F2 R/B(PAM-D)","ROCKET BODY","LARGE","0.00","43235","FREGAT R/B","ROCKET BODY","LARGE","0.00"
